timestamp,unit_id,is_on_shift,available_people_count,fatigue_score,last_dispatch_minutes_ago
2025-12-01T18:26:46.720536+00:00,U000098,False,24,0.177,130
2025-12-10T22:57:46.720536+00:00,U000099,True,4,0.464,593
2025-12-08T04:45:46.720536+00:00,U000100,True,0,0.134,330
2025-12-03T19:47:46.720536+00:00,U000101,False,4,0.246,215
2025-12-07T05:41:46.720536+00:00,U000102,True,7,0.467,8
2025-11-30T16:53:46.720536+00:00,U000103,True,0,0.372,430
2025-11-24T05:23:46.720536+00:00,U000104,True,17,0.292,311
2025-11-25T01:46:46.720536+00:00,U000105,False,9,0.274,271
2025-11-17T08:23:46.720536+00:00,U000106,True,8,0.392,585
2025-12-08T21:25:46.720536+00:00,U000107,False,11,0.153,152
2025-11-24T05:22:46.720536+00:00,U000108,True,11,0.136,196
2025-12-13T07:40:46.720536+00:00,U000109,True,8,0.2,496
2025-12-13T07:32:46.720536+00:00,U000110,False,5,0.373,484
2025-11-18T03:30:46.720536+00:00,U000111,True,0,0.413,83
2025-12-02T04:03:46.720536+00:00,U000112,True,9,0.3,336
2025-11-29T18:52:46.720536+00:00,U000113,False,9,0.265,204
2025-11-17T06:55:46.720536+00:00,U000114,True,3,0.174,451
2025-11-26T05:31:46.720536+00:00,U000115,True,3,0.331,25
2025-11-22T16:51:46.720536+00:00,U000116,False,0,0.547,392
2025-11-19T09:34:46.720536+00:00,U000117,True,1,0.069,487
2025-11-23T17:08:46.720536+00:00,U000118,True,5,0.019,572
2025-11-20T12:59:46.720536+00:00,U000119,True,9,0.15,322
2025-12-09T14:58:46.720536+00:00,U000120,True,1,0.7,101
2025-11-17T13:56:46.720536+00:00,U000121,True,5,0.138,313
2025-12-01T00:32:46.720536+00:00,U000122,False,0,0.679,198
2025-12-03T18:43:46.720536+00:00,U000123,False,4,0.458,220
2025-12-08T11:47:46.720536+00:00,U000124,True,16,0.036,94
2025-12-07T15:00:46.720536+00:00,U000125,True,19,0.279,59
2025-12-08T19:43:46.720536+00:00,U000126,True,0,0.189,289
2025-12-13T01:23:46.720536+00:00,U000127,False,3,0.352,100
2025-12-05T02:09:46.720536+00:00,U000128,True,1,0.154,518
2025-12-01T13:22:46.720536+00:00,U000129,False,6,0.562,188
2025-11-15T01:37:46.720536+00:00,U000130,True,15,0.398,234
2025-11-25T05:50:46.720536+00:00,U000131,True,12,0.068,171
2025-11-20T15:19:46.720536+00:00,U000132,False,2,0.724,93
2025-11-26T10:38:46.720536+00:00,U000133,True,8,0.331,145
2025-11-19T10:01:46.720536+00:00,U000134,True,5,0.317,425
2025-11-17T01:47:46.720536+00:00,U000135,True,2,0.244,504
2025-11-16T11:40:46.720536+00:00,U000136,True,1,0.173,259
2025-11-18T14:31:46.720536+00:00,U000137,False,0,0.403,193
2025-11-22T14:36:46.720536+00:00,U000138,True,9,0.269,207
2025-11-28T13:01:46.720536+00:00,U000139,True,6,0.596,181
2025-12-08T07:26:46.720536+00:00,U000140,True,3,0.19,81
2025-12-09T18:11:46.720536+00:00,U000141,True,3,0.549,599
2025-11-15T06:42:46.720536+00:00,U000142,True,5,0.361,430
2025-11-28T10:07:46.720536+00:00,U000143,True,3,0.305,11
2025-11-19T03:16:46.720536+00:00,U000144,True,4,0.284,352
2025-11-15T20:30:46.720536+00:00,U000145,False,21,0.176,569
2025-12-11T03:46:46.720536+00:00,U000146,True,4,0.481,259
2025-11-17T00:19:46.720536+00:00,U000147,True,3,0.231,599
2025-12-04T22:56:46.720536+00:00,U000148,True,6,0.23,16
2025-11-23T05:11:46.720536+00:00,U000149,True,12,0.311,105
2025-11-29T16:04:46.720536+00:00,U000150,True,2,0.114,564
2025-11-23T16:07:46.720536+00:00,U000151,True,21,0.594,383
2025-11-28T18:10:46.720536+00:00,U000152,True,4,0.366,580
2025-11-18T13:37:46.720536+00:00,U000153,True,1,0.2,315
2025-11-15T02:52:46.720536+00:00,U000154,False,5,0.246,432
2025-11-22T19:51:46.720536+00:00,U000155,True,16,0.318,281
2025-12-01T01:09:46.720536+00:00,U000156,True,12,0.047,310
2025-11-24T17:06:46.720536+00:00,U000157,False,0,0.517,501
2025-12-08T11:15:46.720536+00:00,U000158,True,4,0.231,92
2025-12-01T09:15:46.720536+00:00,U000159,True,1,0.007,69
2025-11-21T03:11:46.720536+00:00,U000160,True,5,0.352,392
2025-12-01T10:53:46.720536+00:00,U000161,True,2,0.309,425
2025-11-13T12:55:46.720536+00:00,U000162,True,4,0.037,223
2025-11-28T20:21:46.720536+00:00,U000163,True,3,0.398,482
2025-11-17T00:05:46.720536+00:00,U000164,True,1,0.503,373
2025-11-16T23:41:46.720536+00:00,U000165,True,14,0.176,371
2025-12-06T10:50:46.720536+00:00,U000166,True,3,0.102,576
2025-11-24T04:38:46.720536+00:00,U000167,True,11,0.221,87
2025-11-14T22:38:46.720536+00:00,U000168,False,10,0.22,91
2025-11-18T16:11:46.720536+00:00,U000169,True,2,0.141,182
2025-11-28T19:35:46.720536+00:00,U000170,True,8,0.186,560
2025-11-28T08:36:46.720536+00:00,U000171,True,0,0.385,140
2025-11-19T13:59:46.720536+00:00,U000172,True,9,0.173,546
2025-11-27T08:16:46.720536+00:00,U000173,False,3,0.377,448
2025-11-27T04:15:46.720536+00:00,U000174,True,0,0.462,310
2025-11-22T11:24:46.720536+00:00,U000175,True,12,0.286,40
2025-11-13T19:33:46.720536+00:00,U000176,True,3,0.293,103
2025-11-22T14:26:46.720536+00:00,U000177,False,4,0.549,114
2025-11-28T07:53:46.720536+00:00,U000178,True,10,0.162,429
2025-12-06T20:30:46.720536+00:00,U000179,True,3,0.613,412
2025-12-04T17:49:46.720536+00:00,U000180,True,2,0.184,292
2025-11-15T15:08:46.720536+00:00,U000181,False,7,0.403,65
2025-11-18T06:36:46.720536+00:00,U000182,True,9,0.295,410
2025-12-06T16:46:46.720536+00:00,U000183,True,2,0.435,261
2025-12-02T16:49:46.720536+00:00,U000184,False,12,0.237,101
2025-11-23T16:38:46.720536+00:00,U000185,True,0,0.197,269
2025-11-24T07:00:46.720536+00:00,U000186,True,16,0.21,82
2025-12-02T13:38:46.720536+00:00,U000187,True,4,0.166,411
2025-11-22T07:15:46.720536+00:00,U000188,False,4,0.2,62
2025-12-04T23:51:46.720536+00:00,U000189,False,3,0.195,538
2025-11-16T12:57:46.720536+00:00,U000190,True,8,0.309,208
2025-11-13T15:24:46.720536+00:00,U000191,True,10,0.198,257
2025-12-05T07:17:46.720536+00:00,U000192,False,1,0.265,382
2025-11-23T01:16:46.720536+00:00,U000193,True,1,0.322,155
2025-11-26T18:42:46.720536+00:00,U000194,True,16,0.31,359
2025-12-04T22:30:46.720536+00:00,U000195,True,3,0.659,36
2025-11-24T12:42:46.720536+00:00,U000196,True,0,0.437,157
2025-11-21T14:57:46.720536+00:00,U000197,True,1,0.422,286
2025-11-28T04:37:46.720536+00:00,U000198,True,14,0.302,421
2025-11-20T20:37:46.720536+00:00,U000199,False,4,0.295,344
2025-11-14T22:52:46.720536+00:00,U000200,False,10,0.322,495
2025-12-02T13:16:46.720536+00:00,U000201,True,10,0.18,316
2025-12-02T14:26:46.720536+00:00,U000202,True,5,0.015,281
2025-11-15T10:39:46.720536+00:00,U000203,False,10,0.12,425
2025-11-19T15:40:46.720536+00:00,U000204,True,1,0.328,547
2025-11-14T08:30:46.720536+00:00,U000205,True,7,0.333,100
2025-11-20T13:43:46.720536+00:00,U000206,True,4,0.068,65
2025-12-05T11:25:46.720536+00:00,U000207,True,4,0.378,447
2025-11-26T08:27:46.720536+00:00,U000208,True,0,0.293,229
2025-11-21T12:26:46.720536+00:00,U000209,True,4,0.097,411
2025-12-02T09:46:46.720536+00:00,U000210,True,6,0.495,14
2025-12-07T09:09:46.720536+00:00,U000211,True,5,0.385,107
2025-11-21T10:32:46.720536+00:00,U000212,True,8,0.485,464
2025-12-06T21:16:46.720536+00:00,U000213,True,2,0.104,575
2025-11-14T10:08:46.720536+00:00,U000214,True,18,0.292,85
2025-11-20T06:13:46.720536+00:00,U000215,True,3,0.164,69
2025-11-19T08:59:46.720536+00:00,U000216,True,2,0.202,408
2025-11-15T01:58:46.720536+00:00,U000217,False,2,0.201,164
2025-11-15T20:35:46.720536+00:00,U000218,True,1,0.416,70
2025-11-28T13:26:46.720536+00:00,U000219,False,2,0.215,7
2025-12-02T10:19:46.720536+00:00,U000220,False,19,0.205,582
2025-12-04T00:25:46.720536+00:00,U000221,True,19,0.394,422
2025-11-21T16:25:46.720536+00:00,U000222,True,1,0.212,478
2025-12-04T23:16:46.720536+00:00,U000223,True,3,0.03,186
2025-11-22T09:02:46.720536+00:00,U000224,True,4,0.074,280
2025-11-29T19:48:46.720536+00:00,U000225,True,12,0.384,444
2025-12-06T12:33:46.720536+00:00,U000226,True,2,0.189,521
2025-11-24T05:31:46.720536+00:00,U000227,True,16,0.124,82
2025-12-08T22:13:46.720536+00:00,U000228,True,14,0.249,367
2025-11-15T20:51:46.720536+00:00,U000229,True,7,0.237,138
2025-12-04T21:20:46.720536+00:00,U000230,True,6,0.432,190
2025-11-21T00:19:46.720536+00:00,U000231,True,4,0.204,280
2025-11-26T14:17:46.720536+00:00,U000232,False,10,0.065,485
2025-11-17T01:14:46.720536+00:00,U000233,False,18,0.128,525
2025-11-21T01:09:46.720536+00:00,U000234,True,20,0.263,113
2025-11-20T16:10:46.720536+00:00,U000235,True,4,0.419,317
2025-11-27T08:27:46.720536+00:00,U000236,True,6,0.112,435
2025-11-30T12:39:46.720536+00:00,U000237,True,6,0.114,547
2025-12-10T12:55:46.720536+00:00,U000238,True,12,0.734,212
2025-11-14T20:02:46.720536+00:00,U000239,True,2,0.26,315
2025-11-26T20:58:46.720536+00:00,U000240,False,3,0.121,286
2025-11-25T05:28:46.720536+00:00,U000241,True,2,0.522,7
2025-11-16T08:18:46.720536+00:00,U000242,False,4,0.299,473
2025-11-29T20:13:46.720536+00:00,U000243,False,6,0.251,319
2025-12-12T04:23:46.720536+00:00,U000244,False,17,0.224,394
2025-11-23T01:56:46.720536+00:00,U000245,False,2,0.109,354
2025-12-08T05:51:46.720536+00:00,U000246,True,6,0.429,432
2025-11-20T20:02:46.720536+00:00,U000247,True,1,0.363,468
2025-11-23T01:30:46.720536+00:00,U000248,True,0,0.486,93
2025-11-26T07:09:46.720536+00:00,U000249,True,1,0.268,164
2025-11-30T21:44:46.720536+00:00,U000250,True,13,0.435,337
2025-11-28T22:31:46.720536+00:00,U000251,True,14,0.038,396
2025-12-07T19:49:46.720536+00:00,U000252,True,10,0.198,497
2025-11-16T00:32:46.720536+00:00,U000253,True,15,0.162,208
2025-12-05T10:11:46.720536+00:00,U000254,True,2,0.321,23
2025-11-28T04:50:46.720536+00:00,U000255,True,7,0.15,365
2025-12-10T19:11:46.720536+00:00,U000256,False,13,0.156,81
2025-11-27T07:08:46.720536+00:00,U000257,False,7,0.447,580
2025-11-16T00:01:46.720536+00:00,U000258,True,14,0.112,284
2025-11-15T08:09:46.720536+00:00,U000259,True,2,0.181,499
2025-11-26T03:34:46.720536+00:00,U000260,True,6,0.266,438
2025-11-14T14:30:46.720536+00:00,U000261,True,10,0.059,515
2025-12-11T12:38:46.720536+00:00,U000262,False,5,0.119,278
2025-11-23T21:13:46.720536+00:00,U000263,True,18,0.286,455
2025-11-19T16:45:46.720536+00:00,U000264,False,2,0.13,227
2025-11-30T14:13:46.720536+00:00,U000265,True,7,0.347,1
2025-11-28T10:15:46.720536+00:00,U000266,True,11,0.326,271
2025-12-09T02:20:46.720536+00:00,U000267,False,7,0.313,462
2025-11-29T02:05:46.720536+00:00,U000268,False,1,0.263,332
2025-12-10T10:53:46.720536+00:00,U000269,True,0,0.467,445
2025-11-17T14:25:46.720536+00:00,U000270,True,3,0.089,433
2025-12-04T07:22:46.720536+00:00,U000271,False,8,0.687,36
2025-12-05T10:21:46.720536+00:00,U000272,True,19,0.191,400
2025-12-13T03:21:46.720536+00:00,U000273,True,15,0.375,513
2025-12-12T07:14:46.720536+00:00,U000274,True,8,0.172,418
2025-11-17T23:52:46.720536+00:00,U000275,True,0,0.755,514
2025-12-02T07:20:46.720536+00:00,U000276,True,3,0.116,425
2025-12-06T17:27:46.720536+00:00,U000277,True,1,0.397,598
2025-11-13T22:09:46.720536+00:00,U000278,True,18,0.276,189
2025-12-08T15:44:46.720536+00:00,U000279,True,6,0.436,185
2025-12-10T10:22:46.720536+00:00,U000280,True,2,0.166,195
2025-11-28T16:16:46.720536+00:00,U000281,True,1,0.413,544
2025-12-12T19:55:46.720536+00:00,U000282,True,6,0.257,387
2025-11-24T06:17:46.720536+00:00,U000283,True,9,0.369,55
2025-12-08T21:52:46.720536+00:00,U000284,True,6,0.188,167
2025-12-12T05:29:46.720536+00:00,U000285,True,5,0.31,104
2025-11-16T11:37:46.720536+00:00,U000286,True,1,0.072,580
2025-12-09T14:48:46.720536+00:00,U000287,True,1,0.586,13
2025-11-28T22:40:46.720536+00:00,U000288,False,4,0.184,432
2025-11-14T15:28:46.720536+00:00,U000289,True,7,0.215,567
2025-11-14T07:48:46.720536+00:00,U000290,False,11,0.085,370
2025-11-25T03:17:46.720536+00:00,U000291,True,3,0.36,115
2025-11-17T17:37:46.720536+00:00,U000292,False,3,0.079,212
2025-11-15T10:48:46.720536+00:00,U000293,True,3,0.358,222
2025-11-23T10:12:46.720536+00:00,U000294,True,7,0.388,286
2025-12-07T02:41:46.720536+00:00,U000295,True,4,0.432,293
2025-12-04T08:17:46.720536+00:00,U000296,True,10,0.39,275
2025-11-19T10:17:46.720536+00:00,U000297,True,6,0.307,105
2025-11-14T16:11:46.720536+00:00,U000298,False,20,0.273,252
2025-12-09T01:10:46.720536+00:00,U000299,True,5,0.095,443
2025-11-17T04:21:46.720536+00:00,U000300,False,3,0.582,490
2025-11-24T19:29:46.720536+00:00,U000301,True,14,0.644,486
2025-12-04T21:47:46.720536+00:00,U000302,False,6,0.169,165
2025-11-19T07:26:46.720536+00:00,U000303,True,1,0.432,228
2025-12-11T21:28:46.720536+00:00,U000304,True,3,0.167,281
2025-12-08T09:33:46.720536+00:00,U000305,False,3,0.189,219
2025-11-22T02:01:46.720536+00:00,U000306,True,5,0.211,458
2025-12-10T16:52:46.720536+00:00,U000307,True,0,0.386,323
2025-11-19T16:28:46.720536+00:00,U000308,True,18,0.307,13
2025-11-24T01:04:46.720536+00:00,U000309,False,2,0.093,47
2025-11-25T13:32:46.720536+00:00,U000310,True,0,0.216,143
2025-11-29T01:37:46.720536+00:00,U000311,True,0,0.176,567
2025-12-02T16:09:46.720536+00:00,U000312,True,6,0.062,325
2025-11-27T07:08:46.720536+00:00,U000313,False,4,0.238,130
2025-11-13T14:42:46.720536+00:00,U000314,True,8,0.045,211
2025-11-22T14:52:46.720536+00:00,U000315,True,5,0.231,217
2025-11-20T01:56:46.720536+00:00,U000316,False,1,0.381,47
2025-11-18T00:36:46.720536+00:00,U000317,True,21,0.199,360
2025-11-19T15:55:46.720536+00:00,U000318,False,10,0.094,459
2025-11-24T07:53:46.720536+00:00,U000319,True,7,0.405,105
2025-11-17T10:59:46.720536+00:00,U000320,True,8,0.146,533
2025-11-18T12:12:46.720536+00:00,U000321,False,2,0.199,385
2025-12-03T01:27:46.720536+00:00,U000322,True,1,0.383,180
2025-11-14T05:26:46.720536+00:00,U000323,True,2,0.149,254
2025-12-07T22:38:46.720536+00:00,U000324,True,4,0.164,409
2025-11-13T18:29:46.720536+00:00,U000325,True,13,0.049,10
2025-12-13T03:05:46.720536+00:00,U000326,True,4,0.227,430
2025-12-01T15:47:46.720536+00:00,U000327,True,1,0.121,30
2025-11-21T12:24:46.720536+00:00,U000328,True,14,0.185,347
2025-12-06T04:27:46.720536+00:00,U000329,True,4,0.311,267
2025-12-06T21:07:46.720536+00:00,U000330,False,2,0.382,209
2025-11-17T13:20:46.720536+00:00,U000331,False,12,0.186,26
2025-11-15T23:00:46.720536+00:00,U000332,True,4,0.185,184
2025-12-03T12:40:46.720536+00:00,U000333,False,12,0.078,28
2025-12-04T22:05:46.720536+00:00,U000334,True,17,0.042,142
2025-11-19T06:02:46.720536+00:00,U000335,True,4,0.338,259
2025-11-22T04:47:46.720536+00:00,U000336,True,7,0.134,59
2025-12-07T09:20:46.720536+00:00,U000337,True,0,0.621,341
2025-12-08T10:12:46.720536+00:00,U000338,True,6,0.175,268
2025-12-08T04:36:46.720536+00:00,U000339,True,24,0.456,302
2025-12-10T18:31:46.720536+00:00,U000340,True,6,0.212,563
2025-11-30T10:09:46.720536+00:00,U000341,True,1,0.17,286
2025-11-15T21:59:46.720536+00:00,U000342,True,6,0.307,134
2025-12-01T16:26:46.720536+00:00,U000343,True,2,0.4,301
2025-12-06T20:56:46.720536+00:00,U000344,True,2,0.501,149
2025-12-10T23:48:46.720536+00:00,U000345,True,19,0.566,582
2025-11-20T03:13:46.720536+00:00,U000346,False,5,0.295,509
2025-11-14T16:21:46.720536+00:00,U000347,True,5,0.153,417
2025-12-08T12:03:46.720536+00:00,U000348,True,7,0.379,565
2025-12-03T17:07:46.720536+00:00,U000349,True,1,0.231,189
2025-12-03T23:46:46.720536+00:00,U000350,False,3,0.526,70
2025-12-09T23:12:46.720536+00:00,U000351,True,3,0.195,65
2025-12-07T00:50:46.720536+00:00,U000352,True,2,0.296,395
2025-12-06T00:44:46.720536+00:00,U000353,True,10,0.184,558
2025-12-01T02:07:46.720536+00:00,U000354,True,10,0.323,384
2025-12-11T05:53:46.720536+00:00,U000355,True,0,0.355,433
2025-11-18T22:47:46.720536+00:00,U000356,True,8,0.141,141
2025-11-26T14:34:46.720536+00:00,U000357,False,0,0.227,506
2025-11-22T14:06:46.720536+00:00,U000358,True,4,0.457,589
2025-11-19T14:54:46.720536+00:00,U000359,True,12,0.252,348
2025-12-12T20:34:46.720536+00:00,U000360,True,5,0.292,414
2025-11-23T08:05:46.720536+00:00,U000361,True,11,0.313,321
2025-12-08T07:55:46.720536+00:00,U000362,True,12,0.388,85
2025-12-01T11:02:46.720536+00:00,U000363,False,0,0.322,317
2025-11-15T00:37:46.720536+00:00,U000364,True,2,0.321,256
2025-11-19T21:30:46.720536+00:00,U000365,False,11,0.125,139
2025-11-13T13:36:46.720536+00:00,U000366,True,16,0.597,408
2025-11-30T20:08:46.720536+00:00,U000367,True,4,0.094,326
2025-11-25T07:47:46.720536+00:00,U000368,True,4,0.229,515
2025-12-13T05:32:46.720536+00:00,U000369,False,2,0.303,597
2025-12-01T12:39:46.720536+00:00,U000370,True,1,0.438,404
2025-12-01T05:06:46.720536+00:00,U000371,True,1,0.963,444
2025-11-16T19:21:46.720536+00:00,U000372,True,2,0.03,549
2025-12-09T23:07:46.720536+00:00,U000373,False,13,0.264,268
2025-12-07T05:28:46.720536+00:00,U000374,True,20,0.467,474
2025-12-09T00:18:46.720536+00:00,U000375,True,5,0.089,216
2025-11-30T21:15:46.720536+00:00,U000376,True,1,0.046,258
2025-12-09T04:25:46.720536+00:00,U000377,True,4,0.243,109
2025-11-27T05:48:46.720536+00:00,U000378,True,8,0.327,392
2025-12-04T11:04:46.720536+00:00,U000379,True,18,0.112,180
2025-11-27T23:49:46.720536+00:00,U000380,True,0,0.059,271
2025-12-03T12:49:46.720536+00:00,U000381,True,8,0.094,319
2025-11-15T12:16:46.720536+00:00,U000382,True,0,0.251,503
2025-11-26T00:28:46.720536+00:00,U000383,True,7,0.149,342
2025-12-01T21:33:46.720536+00:00,U000384,True,11,0.11,55
2025-11-15T10:00:46.720536+00:00,U000385,False,2,0.141,583
2025-12-02T09:32:46.720536+00:00,U000386,True,3,0.345,219
2025-11-25T19:23:46.720536+00:00,U000387,False,0,0.354,420
2025-11-19T23:10:46.720536+00:00,U000388,False,19,0.05,356
2025-11-18T03:12:46.720536+00:00,U000389,True,6,0.511,22
2025-11-18T00:12:46.720536+00:00,U000390,True,1,0.31,286
2025-11-14T01:57:46.720536+00:00,U000391,False,8,0.071,239
2025-12-09T00:26:46.720536+00:00,U000392,False,3,0.19,559
2025-11-27T15:12:46.720536+00:00,U000393,True,5,0.328,261
2025-11-19T11:31:46.720536+00:00,U000394,True,5,0.443,315
2025-12-10T08:48:46.720536+00:00,U000395,True,5,0.253,118
2025-11-21T13:05:46.720536+00:00,U000396,True,16,0.076,273
2025-12-11T23:19:46.720536+00:00,U000397,True,8,0.167,335
2025-11-19T15:51:46.720536+00:00,U000398,False,2,0.15,39
2025-11-18T03:34:46.720536+00:00,U000399,True,7,0.126,316
2025-11-21T10:10:46.720536+00:00,U000400,True,2,0.013,89
2025-11-24T10:42:46.720536+00:00,U000401,False,1,0.136,493
2025-12-03T00:01:46.720536+00:00,U000402,False,5,0.319,339
2025-11-28T14:59:46.720536+00:00,U000403,True,1,0.412,586
2025-11-22T14:27:46.720536+00:00,U000404,True,20,0.275,549
2025-11-21T13:04:46.720536+00:00,U000405,False,4,0.383,255
2025-12-10T07:16:46.720536+00:00,U000406,True,3,0.237,493
2025-12-13T08:15:46.720536+00:00,U000407,False,4,0.516,108
2025-11-16T16:53:46.720536+00:00,U000408,True,3,0.173,137
